"","condition1","condition2","condition3","condition4","condition5","condition6","condition7","condition8","condition9"
"Eya1",0.00233779488878658,0,0,0,0,0,0.0923630018999591,0.0108090536004307,0
"Msc",0,1.05073165253824,0,0,0,0,0.101577798739802,0,0
"Trpa1",0,0,0,0,0,0,0.0230412090696052,0.00660634089284505,0
"Terf1",10.9615018810254,15.9184737367981,16.1038947478476,9.99719778650505,9.28045406641664,11.5145115113333,11.5624928973633,13.5469251025541,11.8403719017732
"Sbspon",0.10196181025151,0.283468532595943,0.337606995489291,0.0851758955628547,0.0105063386496603,0.0568999567195617,0.171274163362382,0.180715493778012,0.278454368041587
"Rpl7",3594.99879522795,4845.04062104269,4263.20054165248,4303.82179158363,5783.41281945658,3963.45047270418,5855.14281364576,3719.91386158078,3858.04710063864
"Rdh10",4.01151612437534,5.05997283002114,4.81405678847077,3.24608220532382,3.199668029895,3.71921071804487,4.61212492592986,3.12562909127859,2.62724786820297
"Stau2",0.0204600691317033,0.0189606473223295,0.0209688714987749,0.0166534898820265,0.0140549626415937,0.0271851795061559,0.0219958823514801,0.0304820275258466,0.00931262990542294
"Ube2w",2.39747083764823,5.12176804430601,4.29742284525571,2.46171242856639,2.43399361423319,2.42232590383655,3.80171577457404,3.4460649671048,2.89120036871796
"Eloc",28.0327792897931,47.6436107260124,41.2103543395686,33.4251949182453,32.2492225227392,33.5274271084388,39.8445200250169,30.7619335203414,25.2689507186025
"D030040B21Rik",0.0698529354097723,0,0,0,0.690986801378377,0,0,0,0
"Tmem70",13.601452888238,21.6079999918798,26.7852218949686,14.632934946392,15.9757627090101,14.2431534326824,23.5410294188042,21.631544626395,17.883412581088
"Ly96",0.546421697346089,0.737863675999156,0.908324153191629,0.686201735645323,0.637043275022544,0.492868923989215,1.67419903527677,1.40037028668848,1.75233934032575
"Jph1",0,0,0,0,0,0,0.00775819554629492,0,0
"Pi15",0,0.0948368628844909,0,0,0,0.0435117151432583,0.00916820174582529,0,0
"Crispld1",0,0,0,0,0,0,0,0.0233082801317867,0
"Tfap2b",0,0,0,0,0.0136404792952175,0,0,0,0.0271139963829617
"Il17f",0.139029400287155,0,0,0,0,0.0443346209138624,0.0747327468061812,0.0857090441337279,0.0379684743735583
"Mcm3",57.5294761147872,109.131955752978,111.244722172176,60.4504260869398,58.1181997144378,67.9483340003486,72.1575476936578,92.2792884581042,68.2669119557847
"6720483E21Rik",0.5430835948717,0,0.256887246469873,0.55837052588868,1.56689023237453,0.34636422588955,1.02173677274076,1.67400476823687,1.48314353021712
"Paqr8",2.90499897551313,4.67379396591982,3.05358018898102,2.87269200928868,2.66076990010027,2.57323726869046,3.41584645771385,5.01818921591775,4.17608370105686
"Efhc1",0.30311642504467,0.397945143497097,0.215068392393382,0.162317013339733,0.176990923258252,0.217484513930648,0.393759022052917,0.545024808263168,0.772614304113104
"Tram2",1.31519608322628,2.05232142717443,1.01744895922878,0.96836166599019,0.76066234704731,0.876678122376418,1.18700853720935,2.5932329657217,2.12377143643101
"Tmem14a",1.53804197246853,2.45472835620302,2.02088474752457,2.06452119569502,1.58482767030969,1.41688752252101,1.60756307554485,3.71368275954655,1.49345504307277
"Gsta3",0.0396376486353479,0.0367327926227139,0,0.0203766923936808,0,0.0252798346613797,0.138492270675894,0.0733076234787897,0.0432996486593738
"Gm4956",0,0,0,0,0,0,1.85409216769181,0.0467342878589432,0.0207029448160712
"Khdc1a",0,0,0,0,0,0,1.79389693953601,0.605109928114161,0.107223693980025
"Khdc1c",0,0,0,0,0,0,1.88418549537877,0,0
"Khdc1b",0,0,0,0,0,0.111659305058773,0.188218741956183,0,0
"Kcnq5",0.0356966113839235,0.0732111094325602,0.0514856215463746,0.0397097262621328,0.016642558651245,0.0207136429085178,0.079268746878167,0.0741359717865733,0.0767105137170208
"Ogfrl1",10.4467083101395,24.9334464719186,18.6283737354141,11.9617685868387,13.8679085568572,8.33457526939955,33.9469219688178,51.1996037166591,39.4839155852357
"B3gat2",0.872240296856999,1.54897928575711,1.52128858738241,0.497779074945365,0.498878390813391,1.05866945312331,0.58555493912626,1.42839264112756,1.41034724960607
"Smap1",13.5514541581777,14.4166338369059,14.5238193779641,13.2795956833321,13.9978940783832,11.6282130149719,13.7963061333926,20.4052411593017,18.2705873096816
"Sdhaf4",14.3281819843454,19.3021852163044,17.5312439223521,17.9507318601096,17.5064233896115,16.3444501498307,16.6294226717372,22.6281549920929,14.1369168846818
"Fam135a",5.009095018104,11.2617225537734,10.0685669294184,6.4774072534843,4.2613433487817,6.18834530038599,4.23199705915964,17.2226657386088,12.0278463585899
"Col9a1",0,0,0.00623677058873468,0,0,0,0.0141748411663683,0,0
"Col19a1",0.00100133379533894,0,0,0,0.00495260816381191,0,0.00242212015432992,0,0
"Lmbrd1",6.26090145553496,9.67592731034978,8.40398732105436,5.97968907858652,5.43402325801495,5.46762757039949,11.2976670923552,12.073252466449,8.54504835017848
"4931408C20Rik",0,0,0,0,0,0,0.329266408741898,0,0
"Phf3",40.6272710906434,52.986129837426,45.0678278875511,33.593638774599,25.0810031007398,28.5833303316116,41.2060650113422,58.2757128628284,48.9934497444767
"Ptp4a1",162.634836387957,268.900047750177,303.799700297436,142.055415848178,108.496404059695,124.108095025691,200.641178925291,302.108400227554,288.268502258497
"Prim2",0.661958171187633,1.3643160919842,1.34502840119012,0.780400799080814,0.759912884378728,0.740032465146988,0.967626742536177,1.43348075718712,1.17735723500445
"1700001G17Rik",14.4854872908861,7.22826157822239,15.8120023923863,6.30098213241309,7.80750961360588,14.2130112041066,6.88798024907928,16.1427537425659,27.0829682926126
"Rab23",6.40900451277415,10.1238389478389,9.01200666887012,5.12176689184299,4.8449052126312,5.64352598149738,11.5213259383995,15.9478030859793,18.9984738991253
"Bag2",1.91113007446169,3.14302985719722,3.97248578351259,3.17570676206093,3.32833477023273,2.42056838322812,6.94508285310562,6.09830643865406,5.62354054597364
"Zfp451",5.78797828450201,10.9179379529546,8.58434816905736,5.80692717678519,4.90975393755006,5.13226195453236,8.59600901293745,13.4209652511917,11.5695426824885
"Gm15455",5.58353319289843,3.34810392068192,3.41789503525963,6.33165516757058,2.9782195549794,5.02733433439686,10.3280978210051,3.74586318961439,7.44482975220923
"Bend6",2.12164813687547,3.60829275746822,2.87616339015504,2.19812545168927,1.94191989661998,1.93898319175559,1.9639377147368,4.38421235876812,3.91348008128279
"Dst",0.0692650681436014,0.0962834377812252,0.0725477225657529,0.0502318456905035,0.0438428259290359,0.0410200256933309,0.146934171381941,0.209690586744419,0.125656707564113
"Mir5103",20.8984066887338,0,0,0,0,0,10.1102054619122,3.86504392058741,0
"Ccdc115",89.6133143292789,89.8730705320239,81.448398337285,82.4982690278045,83.2073052526948,81.2063211244423,100.536448719155,107.575125198314,119.903190363751
"Imp4",95.1701930416423,81.2681790011056,82.4872369891218,85.8617083580428,89.4657904485538,79.838270708035,125.358690497584,136.600146618605,156.995215407392
"Ptpn18",43.7154044546917,25.9684851441068,26.0423701936452,44.4863036513071,46.0828226309596,49.0910206297976,46.6680283470622,26.8264452880617,34.4276990538779
"Prss39",0.07099437232466,0,0,0.0547445624178108,0,0.0679174745240313,0.40069831723912,0.0656500687435832,0.174494977367192
"Cfc1",0,0,0,0,0,0,0.0307289254959627,0.105726616941276,0.124896297281442
"Arhgef4",1.65395566570051,1.56230840074795,1.65059081284464,1.28862972292313,1.3745396545538,1.54940697880778,1.68973030436511,2.18071352220305,2.9051567289124
"Fam168b",128.888101936339,143.269460340624,125.853585320842,111.975815796089,97.5793608174009,96.4286921436206,118.432947833137,170.861811202783,149.993641575364
"Plekhb2",99.7371821321146,118.424234667691,100.143002039915,101.633650611157,92.7592610654472,86.7569961160327,91.9831795945423,132.082824046094,114.211072735489
"Hs6st1",6.59573862639144,5.81479228650492,4.82761942660211,6.8059360296982,6.20258589588802,5.67889124040551,11.0701085343466,9.15686372007855,11.8386405643761
"Uggt1",16.6055302409626,24.2625585376819,23.1146934971377,14.7093029572453,12.3572593976562,12.2112597021283,24.7762975158292,33.4752278677753,29.2123306430558
"Neurl3",1.87100422530595,1.24839875852345,2.07093508214878,0.31740554826129,0.832860706341804,0.143193188581718,51.1109230940563,10.3117479576687,6.71408184504091
"Arid5a",160.184100867757,105.898001743657,104.540262586486,106.162007846634,85.2048534162969,116.375319430795,90.9941238552129,156.42577675313,181.318569354755
"Kansl3",42.3749368244888,44.0169409774162,41.5027563731132,35.8269170693309,31.7211963847095,42.2664582947041,36.3475164336929,49.5266811172868,53.4548834513839
"Lman2l",5.51670246656957,6.1515170073471,5.49477702745229,6.62884867735271,5.56435455517518,7.68042205216209,13.1876093038006,9.81573456061523,8.59860620745926
"Cnnm4",4.01420282970041,5.03684241443211,4.63773373379412,2.75983417970713,2.844171274946,3.46639975784287,5.28460820190428,8.07282721197032,7.70538938478718
"Cnnm3",22.6113866578812,22.5992459276115,22.0685132718123,16.7670789657939,15.4635206037849,17.1353174417842,27.2090312621573,30.1981052221778,37.5959217653571
"Ankrd23",32.3761111290955,29.1379356580323,30.923347230616,17.60393813864,18.0277495569312,35.9365402237837,40.1612184282118,47.9790178702711,74.1776850951833
"Ankrd39",19.8145981057792,28.2007258864957,20.4821898273217,16.8212041271904,12.0930583863837,22.6078741584811,22.2791138491231,35.6710103919529,43.4294212630606
"Sema4c",1.25394730065008,1.31908540347731,1.44276610149147,1.22826615116968,1.46669803133077,0.778119693756592,5.16457893707656,3.91740826396394,4.77577392433498
"Cox5b",493.208990411432,506.2937393457,405.742465806018,621.281446086283,543.309125801956,662.825309400093,629.474574660937,441.954157285381,617.856072731862
"Actr1b",74.0505926673997,96.6439602639184,116.922120040411,65.6486286704106,55.9281376149268,71.430354529777,64.3741532468085,88.4638777918633,95.3548989244553
"4933424G06Rik",0.015208291720148,0.0634218654008874,0,0.0175909282964262,0.0470127382106774,0.0218237459879283,0.0122624144115801,0.0562537769802005,0.0186900062117958
"Zap70",246.809755542351,217.805747587214,209.017628390216,204.948303944453,204.522121837555,240.876144868699,128.134418656179,199.835989390934,228.524008079254
"Tmem131",5.30233649993279,6.62297518865746,6.06139457571557,4.55700746581973,3.19227376225334,3.68112398467039,7.6958348658998,9.80430368249835,9.5567677426879
"Vwa3b",0,0.00579923067964398,0.00296005772488738,0.00160849654003751,0.0103171123854689,0,0.0302740919735075,0.0231470459377546,0.0290529167598297
"Inpp4a",3.99557681997092,6.12528085914124,4.54184749626364,3.30373213672973,2.61016708133679,3.92779524414615,5.69185827514527,8.00080785032807,6.52268077404241
"Coa5",135.004766656829,199.759079920901,160.086433479648,149.105131081891,128.109047184136,111.902435712418,133.843671687764,200.009714250464,196.322589246856
"Unc50",36.4229373717931,40.4629064160664,41.2004406218914,38.704770675638,36.3157473180517,38.0574739484644,49.5580607016945,62.1167772951548,59.1009899829485
"Mgat4a",0.730684774122452,1.46261449207144,1.69126132640523,0.868948582790775,0.622406818365899,0.885421379399587,2.57654773379494,2.09611074155444,1.27710477647422
"4930594C11Rik",0.719117587692182,0.99962528540934,0.510231220574644,1.0166194402387,0.148198485032468,0.573292511817186,1.7394691066956,1.32996792621302,1.17833196331733
"Tsga10",0.104372184732448,0.182392396159504,0.165035909623496,0.128772112936261,0.0848085562155781,0.0827317731567442,0.252465235237902,0.372273189132413,0.244317447335883
"Lipt1",4.67903735391049,5.83135102157106,7.78456852043764,4.91442458456238,5.88539524788724,4.78495450493494,13.5947228912478,14.1740310891808,14.5408217885543
"Mitd1",23.1396540449748,36.5760870610531,31.3655526712763,22.4263865051696,21.6814924715411,23.5936805391801,23.0574770989669,33.4657691180501,31.5563843968374
"Mrpl30",71.8600034014107,63.9860204525522,62.161093624545,84.300171250704,96.333256514952,78.1875607511995,81.2725750690473,77.4414790936724,86.6080362805271
"Txndc9",43.3841649992906,64.6762005102825,59.0005042049588,40.2287926299987,44.341748707629,43.7767829221134,61.2010196368133,77.9480458618001,76.704955194543
"Eif5b",39.8791840015095,67.30645300422,58.503145429717,33.387240395514,34.0203561853493,37.7008886508847,51.6747347037295,49.5744081384873,56.9057208742315
"Rev1",2.35359535481761,3.66570011671691,2.98028099357907,1.84137861957717,1.90120684958147,1.98452226229424,2.95390025043845,4.0033451370848,4.50400601301819
"Aff3",0.204883615859268,0.164778875877386,0.151599988662511,0.129211671908503,0.206290462551677,0.0812016385124725,2.01717628761033,1.87836471690113,3.07242167836067
"Chst10",11.4115978894413,13.1454942613513,11.2876951360658,9.83180281095822,9.5141499704064,8.05187727735213,13.7124281071436,14.2927042671162,19.0696407852993
"Pdcl3",63.2146307471417,102.193642389422,87.0194301954615,66.4441371284178,72.9656176832571,64.8663776622951,71.9058813238796,75.7918582924825,86.9597130162628
"Npas2",0.0293126099179725,0.0380301981016619,0.0221845350359438,0.0632891969048761,0.014498049687142,0.0168253204203222,0.0693284452288225,0.543927462360836,0.281782261032746
"Rpl31",832.562667612455,891.987062712584,772.666219204733,1029.19185403048,1354.78820774253,1150.09848774251,2397.29904850987,1159.68453280324,1872.62198941766
"Tbc1d8",0.0184707155891475,0.0770268784626906,0.0393162505878186,0.011869147855922,0.00380651525512259,0.0176701943321613,1.99564861122137,1.20985315712961,0.819697449853355
"Cnot11",49.867483739036,72.8510726067079,58.2715978536151,40.2758150608984,40.4012910305521,38.690653504646,61.8603704984131,80.3162835282842,81.5424536925999
"Snord89",31.6143982035951,39.0633710823083,169.479994436975,32.5042927410942,56.4651993769982,87.3722183435427,48.1489572175463,97.448447785023,80.5820280587753
"Rnf149",15.1206213357369,23.7848427680452,21.2050896662243,12.988866097849,9.98306112123652,14.5865446543666,18.0576527847473,21.0380221541109,18.7432178236006
"Creg2",0,0,0,0,0,0,0.0162452579856009,0.0186312639794005,0.0330140500853163
"Map4k4",23.8697275459519,31.2223801428416,24.0525029656012,21.4701967573692,17.2661847850873,21.0844713350638,22.4350434833252,33.8336978009889,36.2798873504635
"Gm16894",0.205515451669291,0.666589682887936,0.388848412913732,0.132062738488194,0.127060215642463,0.229376474904449,0.193324468203231,0.633482302336941,0.196439591222118
"Il1r2",0.0733458407862858,0.317196462869398,0.138775033954453,0.125684014021393,0.2116154540453,0.0311853467938169,0.972501437755981,1.7860457912767,1.5089650235709
"Il1r1",0,0.010076941540256,0,0,0.00448184182160364,0,0.0350701983135113,0.0201105492805378,0.00890882499873552
"Il1rl2",0,0.0213659774335912,0,0,0,0,0.148717557358978,0.135026903870632,0.0755569547059056
"Il1rl1",0,0,0,0,0.0569517124096037,0.00881250311092955,0.245104437059609,0.562207811464438,0.0754708829436749
"Il18r1",1.0101419475301,2.26227408939125,0.822900742961928,0.353404272454371,0.312260836448464,0.375807588830222,3.86875805413057,1.60872887202536,2.87360896997
"Il18rap",3.57959391697957,6.76923594200906,1.76626238845101,1.03685092590731,1.3480744868956,1.12989606596591,6.51230684382158,2.62121952879811,12.7283292881587
"Slc9a4",0,0,0,0,0,0,0,0,0
"Slc9a2",0,0.0105305391565632,0.00537502394706045,0,0,0,0.018324413964968,0.0175131615921264,0.00310328056429214
"Mfsd9",1.47202548778631,2.31740752822051,1.86237044685345,1.6821294476337,1.16227316532473,1.49306087189772,2.33088258196446,3.16523389500463,3.42915402616491
"Tmem182",0,0,0.0471703885438065,0,0,0,0,0,0
"2900092D14Rik",0,0,0,0,1.29341127644493,0,0,0,0
"Mrps9",8.20469043998709,9.74449999836538,9.95622898676116,7.36014204942875,8.13559358867471,7.4720173390115,9.58821031725143,10.8731022901232,12.5696352900104
"Gpr45",0.0159943241871682,0.0222332635916163,0.00567417880744324,0.0709170732582586,0.00494425665751712,0.0382528244824614,0.00644809538853013,0.022185458819037,0.00655199641336924
"Tgfbrap1",13.5085246307514,12.9231405548308,11.2245775705382,10.1294269723603,9.76477855500344,9.72915148328474,14.3965598512943,22.1631473971625,22.0506405450123
"Fhl2",1.23222071979683,3.02711838033846,2.36535247957973,1.22313991900034,1.31864494512137,1.62890971929113,0.73341097733638,1.25133622636922,1.16740267891452
"Nck2",2.78144044780533,3.53163331790553,2.90673289042263,2.53049684340933,2.09758796835336,2.51404995506212,3.58058972504168,5.2469036859885,5.79133503577753
"Ecrg4",0.0552026792078899,0.153471406910348,0.156670513269597,0,0,0.026405096882995,0.155784324457005,0.127617850759176,0.339202599571516
"Uxs1",1.93514196977293,2.93969025448471,3.31960359824528,1.74405959188543,1.90314090804408,2.39806232573251,1.65576245354173,2.38218294486037,2.22430269465765
"Tpp2",23.7189814208072,41.4649586287411,37.5355051232117,20.1975631164067,14.8979991672422,16.8820675258099,22.6778695335471,44.7607338350069,34.7883869945884
"Mettl21c",0.15576697126238,0.346443709947823,0.17683265876443,0.024022734201834,0,0.0298032053977988,0.251189178693292,0.172849402618967,0.612568083581325
"Tex30",5.15244942469217,9.74301529047653,8.82125065343308,4.58435994342617,4.9523703735406,4.58988944485388,10.8317394882861,12.2683218615196,11.0917285717752
"Poglut2",10.5312383068349,17.567016485248,20.0790533923772,12.3268923948889,13.7230851811162,14.1305727170563,22.9047801637934,23.9965872920409,29.0480719515812
"Bivm",7.94309458642332,14.4374829942399,13.8308929390478,9.61656152663596,9.22065542173828,7.81909692787919,10.7566737613168,17.5526743782292,16.7670194793168
"Ercc5",13.7133752230013,19.6651329257328,16.9855070601985,11.0303376088912,11.9256736257092,13.1661601901645,16.1963780172278,20.9984537016847,21.5503405544643
"Col3a1",0,0,0,0,0,0,0.0558013907615124,0.0239989365500594,0.042525407515775
"Col5a2",0,0,0,0,0,0,0.0041292172358245,0,0
"Wdr75",14.3568009761637,26.9854591192871,23.7794604634466,11.6340626104244,11.8730548992717,12.1813937085791,25.3397240349428,29.1901560985943,29.947529149769
"Slc40a1",0.88554389769208,2.46193970672807,5.80188457921525,0.871727109176279,2.5860107112898,1.00938737487196,13.4143148341723,5.92382765803012,4.47659687157574
"Dnah7b",0,0,0,0,0.00133125143062612,0,0,0,0
"Dnah7c",0.0017289497627081,0,0.0171742400404615,0.00133321269140872,0,0.000827008519246177,0.00278809729287905,0.00239819721745527,0.00424953471428845
"Slc39a10",1.7650159416662,3.35415106804017,3.01191187355811,1.60652484513383,1.40201510122695,1.1942539374205,1.86447878250178,3.44507471361654,2.29264613662367
"C230029F24Rik",0,0,0,0,0,0.00659355794462866,0,0.00318671693377312,0
"Cavin2",0,0.066352672239555,0.101603687219598,0.018403827958456,0.0295111547715539,0,0.0192436147811363,0.132420008555001,0.0195536956929239
"Nabp1",262.318151461907,521.107211195785,384.176952486375,206.990560344362,176.289015649192,214.476563840013,188.294635588277,415.934585107559,302.762582948645
"Gm17767",0.0113580901810028,0.0842056752754598,0.0483530286198251,0.0408723076257635,0.0749029882843486,0.057951094826293,0.0580006971293989,0.119034879385165,0.0713427172009868
"Myo1b",0.00198648080376122,0,0.0225512943640598,0.00153179778611149,0,0,0.0320339079294458,0.0202063708375624,0.0179025464834626
"Stat4",20.5914468690575,29.3347882373316,24.1420341031895,14.9747233153811,19.7711744312427,12.0704478948176,31.2961120068264,47.2574884544317,48.5941484399951
"Stat1",195.923794111063,219.003650637207,228.27339298074,173.007267234496,165.295154491007,136.619086289875,125.135913927868,197.979195393924,113.960123389273
"Gls",42.62348981476,81.1526518042912,62.0828478725398,37.4757576223378,28.5460846530566,33.3117182773589,35.328660292656,66.5563742316661,47.8186744795956
"Nab1",109.504745889291,192.201420188676,157.409630127291,118.511064318317,90.4822195246146,102.853586883221,62.4757804094578,115.035926161722,88.9761613884148
"Nemp2",49.4786401528662,91.3878498023627,76.6838763144925,40.4938780288887,39.2024635918304,56.6402732943139,38.087413191537,85.506285583058,71.3962574652399
"Mfsd6",22.2908104853067,29.6296381421377,22.6722648385807,20.3376877409753,17.1936244566783,17.0357806619278,14.3095024566097,23.2119616722492,20.4702980479873
"Inpp1",36.4780657471034,41.1112650985091,36.216658090873,27.6602880739286,25.2606621789423,30.4162411708471,25.0422709155463,40.9580627967926,32.8718624640545
"Hibch",2.44769104081637,4.21833385471239,3.43637469909418,2.59816645181714,3.10183805915268,2.64522685843352,3.09531221568249,4.28967000484634,3.69016436804198
"1700019D03Rik",0.244122770430569,0.548177940373621,0.459675282106979,0.380111763578781,0.557277210472703,0.368278531989139,0.832766376280953,1.05926844219358,0.761566599688591
"Mstn",0,0,0.0727581269504732,0,0,0,0.0413409022510902,0.0474128058581375,0
"1700019A02Rik",0.0568497685482582,0.0948303316450099,0.0322690222486173,0.0438374986751899,0,0.0326315389288871,0.100843273835861,0.0841123844843926,0.0186305829628183
"Pms1",2.32091689416683,3.72847995688241,3.41080707516156,1.87468347631082,1.71129122284431,1.93326738545473,2.49595697340957,4.06872571399151,3.6198824481866
"Ormdl1",42.432458018597,67.1512151211119,61.1044338010187,50.1838004573932,45.9171329971196,40.2571572992843,60.7739869448754,77.9888920850883,48.4645878694956
"Osgepl1",9.60547885072235,15.0123246992942,13.5937968834049,7.72719132674125,7.63992960538869,9.01532786902201,12.3290083169074,21.773880968775,19.35514550826
"Asnsd1",102.110395945907,147.356676731456,136.779197604165,110.002287821462,102.272437552476,92.0552331097247,152.718861945624,192.938184963551,160.200501525824
"Dnah7a",0,0,0,0,0,0,0.00687540402144781,0.000985652762502802,0
"Stk17b",256.327850976336,412.359620531044,365.445181601023,263.600213706258,218.245967796489,217.377740404133,227.327252775247,322.340551228138,245.735113142165
"Hecw2",0.0102079753199933,0.0165547918081407,0.0181070098835682,0.00327978544734322,0.00841479337212031,0.00488278071230139,0.0205766738928193,0.0157325681728152,0.0153327056506328
"Ccdc150",0,0,0,0,0,0,0.00676611657834777,0.0103465108975867,0
"Gtf3c3",3.69603941609277,5.95682460536705,5.7226501018464,2.98577477778564,2.24250238295885,2.90628081303532,3.9426286745677,8.17302277019695,5.02180369198595
"Pgap1",0.366514891823905,0.661242751921697,0.542234269126559,0.258570685992212,0.245883310379487,0.242457003137894,3.1784141230736,1.53958229406831,0.817789422653012
"Ankrd44",11.2012092882786,18.4546379816027,14.966426035003,9.01335050632744,7.06753084802789,7.71142764898281,9.12908346958451,17.4925802747746,12.2447174783507
"Sf3b1",205.832289407381,335.548070009114,308.044657620377,153.634365427401,145.533423784399,176.655922883563,247.993039960471,386.881861662841,316.127663338995
"Coq10b",9.54157525675153,17.7767440469382,13.7515159521002,9.40139880683567,7.72207562844013,8.71601343030143,12.6619760774181,28.0476966873551,18.4168434525683
"Hspd1",220.933354692226,409.396210784381,359.916723991518,227.299013008345,246.55645727832,189.815713439103,474.037633693524,381.65109082218,292.482343318125
"Hspe1",192.804612724722,279.161390693568,235.463660484148,219.51676692357,233.380356211729,211.552713383573,549.351993710099,280.487578499462,279.827356697207
"Mob4",21.7058953259565,40.7865851057447,36.1895324761798,19.4501308969801,17.1392440702007,18.6819682706306,31.3112201227103,41.0215876893053,27.3212907465153
"Rftn2",0.139955068017729,0.372882963989679,0.173777600776752,0.188861634173746,0.223529159779558,0.189676667014873,0.625352058282037,0.490715800030074,0.439544618827463
"Mars2",42.3914245323864,50.0084342845858,37.7191055913126,33.306937490137,28.3335757296633,40.882996844623,60.1385330442611,66.9583320149508,66.0825355509259
"Boll",0.0114807446148655,0.0159590626189206,0.0285105253072967,0.0199190966703506,0.0248429524947293,0.0247121299522911,0.00694267562121174,0.0318494965944635,0.0117575767283365
