"","Treat1_1","Treat1_2","Treat1_3","Treat2_1","Treat2_2","Treat2_3","Control_1","Control_2","Control_3"
"Rpl7",3440.9011836914,4634.2931832831,4120.58309975131,3746.94238460809,4128.30709161776,5588.77706261108,3629.83536096669,3797.60229126308,3787.10883033135
"Rdh10",3.93056668803381,4.95458682242029,4.76329302638682,4.40099673207138,3.18750155105314,3.16526947822647,3.12222832583129,2.64737936311333,3.88522457856441
"Ube2w",2.45676141008771,5.24496006863763,4.44700072082737,3.85793173245023,2.52808243252742,2.51818842945247,3.60009284711972,3.0468869661987,5.07348056534271
"Eloc",28.9425225828679,49.1572435395525,42.9661098971454,42.0836864591771,34.5850522042969,33.6161995534913,32.3790755076625,26.8303251245924,38.1357007916336
"Tmem70",13.9897278390048,22.2101333735394,27.8207398799298,15.7854630595314,15.0834146393769,16.5899358388595,22.6825610319679,18.9165905677913,25.4855134197848
"Ly96",0.55063270541976,0.743058197611395,0.924324347580617,0.540893070236957,0.692995067282815,0.64813002922448,1.43865793892907,1.81602064806444,2.71200749154028
"Mcm3",59.0993921729944,112.035889037078,115.404162567702,58.9827642267816,62.2352194595034,60.2787016115187,96.6445624907447,72.1225970846685,69.1593296657066
"Paqr8",2.98780236283993,4.80383495310407,3.17149970416388,3.48478918525639,2.96100549323996,2.76294565549565,5.26178995804368,4.41716458283603,3.68192915278015
"Tram2",1.26796612195067,1.97731178149778,0.99055646808157,1.14924801653091,0.935618921230161,0.740403057311904,2.54882060391853,2.10568509278469,0.784582418634678
"Tmem14a",1.58001344437898,2.5200471469075,2.09644563247646,2.04662603698237,2.12547599760649,1.64374248881876,3.88935861473125,1.57780472632725,3.090607072996
"Ogfrl1",5.77732835715148,13.7797877498708,10.4033207460129,7.32746413689373,6.62959873743403,7.743150371608,28.8665428614228,22.4562017563199,55.4700671649836
"B3gat2",0.880942311862568,1.56339804429323,1.55157364176981,1.53209362937178,0.503839512497846,0.508704004721764,1.47075224213091,1.46489292893146,1.12481860508013
"Smap1",13.936532416147,14.8164898732413,15.0833959361804,14.4409138455756,13.6866747061972,14.5341846353599,21.3939586960233,19.3236801738308,18.0589982918568
"Sdhaf4",14.6949482010256,19.7831790064202,18.1567939923436,15.0214566709433,18.4502983894029,18.127317408512,23.6595623887212,14.9107737052089,13.8037973649801
"Fam135a",5.16510264347223,11.604786147395,10.4842365445667,10.651884105787,6.69368319336727,4.43634544031965,18.1050884752498,12.7548707541503,7.77536969845034
"Lmbrd1",6.43806365649508,9.94314165888152,8.72676437129975,6.81616687836688,6.16227769148251,5.64155767302346,12.6567812102533,9.03652442004866,8.54949369374846
"Phf3",35.5160452113962,46.2894242390994,39.7853367473166,37.7352969515132,29.4312196616732,22.1366037466691,51.9367936990524,44.0467097201815,33.8598239619444
"Ptp4a1",166.790654743455,275.588852941787,314.62624027422,241.269815345903,146.002467681875,112.339535002556,315.865017414556,304.0351751557,197.941491254552
"1700001G17Rik",14.8807802892709,7.42060111102329,16.4032131950279,10.8565490747875,6.48701806100024,8.09774811745758,16.9063871093286,28.612602416967,8.38303354536159
"Rab23",6.58128630023358,10.3891033281149,9.34525538296378,7.51871156711002,5.27089395738064,5.02301682002491,16.6955858597504,20.0635337566697,13.5114690661442
"Bag2",1.95610696897437,3.21487055930785,4.10595483853015,1.8944437114001,3.25751940310661,3.43944600983249,6.36344345656084,5.91944088978171,5.7503987822735
"Zfp451",5.94637415653755,11.209302581178,8.90598841839559,8.8538383229532,5.97882694185984,5.09265442992795,14.0569041443983,12.2239069616841,10.3413675932853
"Gm15455",6.76553751426703,4.05419622686724,4.18216717075159,5.18997816788947,7.68873198736429,3.64341847480355,4.62727923503396,9.27719059176942,4.03553752272423
"Bend6",2.1776304392857,3.70105224963491,2.98108140314407,2.75476131436959,2.26103641584103,2.01233958708155,4.58757304576176,4.13087877000676,3.69570077377816
"Ccdc115",92.0587630052585,92.2645368909049,84.4937541220805,83.2947006229375,84.9340229726489,86.3004764405969,112.663969167884,126.675269761317,175.245535040259
"Imp4",60.8757150227333,51.9488915144517,53.2818560370843,53.5149389914699,55.0410758575135,57.7775696161958,89.0789076445144,103.275675906321,65.5829681960889
"Ptpn18",39.4667029744595,23.4290993435208,23.7424929419421,32.5614040245672,40.2500970797796,42.0043781630179,24.6910789213385,31.9648630583757,31.752631921008
"Arhgef4",1.69198570758032,1.59717397693855,1.70514655777742,1.51784152624354,1.32112902592139,1.41967600025866,2.27432243150565,3.05640496735018,1.66522609913029
"Fam168b",132.343210433509,147.012781323463,130.49801116576,127.419243572269,115.227817654473,101.159330792676,178.860497952597,158.390886893485,135.620436737403
"Plekhb2",102.535039036996,121.665774554435,103.964549626037,112.323401202193,104.712130627453,96.2790127907282,138.433801539213,120.751329655799,91.2817852963764
"Hs6st1",6.77572907102279,5.96952028294188,5.00812412709619,7.20852278206945,7.00688067651387,6.43316252525227,9.59002938580466,12.5072817708193,9.12332911240534
"Uggt1",17.0580225295592,24.907214646012,23.9780321356724,17.5853211502063,15.1430129114834,12.8161399194248,35.0574295468576,30.8610463823959,22.0585926273073
"Neurl3",1.6820662446771,1.12159040892586,1.88011439943407,0.159533738759729,0.28597436557717,0.755961784106949,9.45107498354626,6.20759625129595,26.4092193542702
"Arid5a",164.555348603788,108.715881528375,108.449023224031,134.75560248359,109.296431543668,88.3722820075283,163.825502007905,191.55936231613,95.6623422761011
"Kansl3",43.5313021919318,45.1882043263282,43.0545445210204,50.5025040948836,36.8847035612369,32.9004088397336,51.8695419977357,56.4739917321746,35.3452845064273
"Lman2l",4.92763362523856,5.49102863992731,4.9563091234838,8.0900723349891,5.93391358488355,5.018024582178,8.93845063859701,7.89869623427898,12.0630327735923
"Cnnm4",4.12763161834745,5.17574191908443,4.81567191921726,3.97326947411877,2.84399527608068,2.95268083233865,8.4626789847778,8.14825687914685,6.62089258635814
"Cnnm3",23.2270076262095,23.19918059149,22.8922566019644,19.2830961763601,17.2610710253028,16.037386078612,31.6246954708088,39.7168966727649,32.5487113041715
"Ankrd23",22.9024257557443,20.5981498487548,22.0898497538754,23.5403881779286,12.4798940840277,12.8753030250262,34.6010077495272,53.9633101357663,27.8509484543812
"Ankrd39",18.6001595735349,26.4547901365216,19.4158877236501,23.5080042679907,15.8246002146618,11.4611103173886,34.1371613796176,41.9260499993564,15.7463379875597
"Sema4c",1.29241094834297,1.35864779892899,1.50164313977755,0.828225047839743,1.26869752035074,1.52623424421482,4.1162407787706,5.06213365171847,3.60101966945822
"Cox5b",431.564158333812,442.720439683769,358.520762883049,496.872884007578,544.812461424903,479.977108912265,394.250452305854,555.994132021122,379.056842723716
"Actr1b",50.0207969071255,65.2393187259704,79.7568902145977,48.995123135781,44.4418357696358,38.1427117984681,60.9212256926147,66.2420221646586,44.9399942302038
"Zap70",253.569045024475,223.622696798753,216.853428067015,249.15713847339,211.019459219375,212.145265498582,209.309148228587,241.453913887649,135.906648595259
"Tmem131",5.2982661483083,6.61351349777691,6.11629612323709,5.1795944904158,4.56342049723942,3.22051817334511,9.98766188664586,9.82078085503057,7.19067044968295
"Inpp4a",4.10575936833399,6.29002897407793,4.7129845738504,4.81679887065773,3.40222553194586,2.70795508555793,8.38162912712863,6.89300566957869,8.2832399583206
"Coa5",138.678246097783,205.058793727817,166.059310412517,160.672548666099,153.495656488938,132.861202865162,209.455090334946,207.394872476193,189.064795184467
"Unc50",36.8422598940515,40.9016662618499,42.0845432919187,41.5749388235152,39.235578225868,37.0873174358962,64.0561456174088,61.4800984547817,56.8422031557412
"Mgat4a",0.750624357060658,1.50153375156813,1.75449759094957,1.00855543883612,0.89460421124628,0.645544340148109,2.19526731224907,1.34923509193169,1.65761710394907
"Lipt1",4.38074321449385,5.45598416134467,7.35995727800656,4.29813944666493,4.61113910084925,5.56321776243687,13.5289863255433,14.0006674540352,14.2966597133509
"Mitd1",23.771109725087,37.5493539276263,32.5383107514933,29.1607051873526,23.0885235420105,22.4874862195662,35.0488681574374,33.3386750930832,39.7334384591547
"Mrpl30",72.0164504778026,64.0829079194412,62.9089720030859,74.9998066737581,84.6675902907232,97.4719964654695,79.1222648170411,89.2629374264193,84.5074306253861
"Txndc9",46.8026134997621,69.7261991840976,64.275290492032,49.7260353938104,43.4930760635798,48.2959618155533,85.7283936555349,85.1002403058781,106.712695084428
"Eif5b",40.9674430224547,69.0974357440146,60.6905781601353,43.9655821683729,34.3729956538872,35.2850382374253,51.9195267468596,60.1197309332379,107.768286506349
"Rev1",2.41358422195477,3.75664558945787,3.08629429527877,2.7517690107603,1.89242213853051,1.96842635553062,4.18537412654643,4.75004939033755,2.79132189134018
"Chst10",11.7206150312984,13.4925331237813,11.7073519892051,10.6706998542212,10.1200198683183,9.86581745419829,14.9657656906813,20.1425735324107,11.0324696410229
"Pdcl3",52.6117001064791,84.9965387166929,73.1358694527974,61.7513871682363,55.4198901027334,61.3115273113481,64.3084257037077,74.4305678151499,87.8561353604469
"Rpl31",853.180955163518,913.472350279934,799.586785183395,956.155771679801,1056.97526325416,1401.69901554455,1211.5593022206,1973.52595348868,1734.81238775327
"Cnot11",48.1239576723713,70.2574629816492,56.7871759321675,44.8179387328632,38.952244118237,39.3639132257537,79.0183719991699,80.9275067998541,77.043164320445
"Snord89",27.7531755464933,34.2696851309075,150.243491525125,76.7730737413667,28.5964911879134,50.0458155045226,87.2134128057629,72.7502450830584,122.471430288756
"Rnf149",15.4987413377859,24.3635017327641,21.949082406891,18.2975055653222,13.3426562197149,10.3311737100489,21.9842823420118,19.7578393079297,40.3880172458232
"Map4k4",24.5211061280312,32.0531882070792,24.9518261019725,29.0998321626637,22.1041023782341,17.9080426741275,35.4342017158616,38.3289594137402,26.0627383342101
"Il1r2",0.0596807481499474,0.257928738791457,0.114030117728225,0.117924072482138,0.102490373020497,0.173846234772977,1.48160334150896,1.26271821284384,7.80565989272323
"Il18r1",1.03770760902391,2.32247179207706,0.853669003468586,0.410084360854011,0.363838501692145,0.323868906430772,1.68482983127582,3.03590913932462,3.02037553761986
"Il18rap",3.67727709352917,6.94936108889469,1.83230294286267,2.30151033930074,1.06746385588458,1.39818817762682,2.74521638371651,13.4472197219852,6.19108191081563
"Mfsd9",1.50960079082206,2.37499024298649,1.92868951429509,1.57407834072048,1.72882272463123,1.20341144314855,3.30927748680312,3.61661501791688,3.76544982748501
"Mrps9",8.42858740801534,10.0037950663124,10.3284924094748,8.40463236141912,7.57744957894152,8.43802837620384,11.387454664035,13.2795627566955,12.1705887241336
"Tgfbrap1",13.874729336462,13.264695963225,11.6422271766838,11.7739779151552,10.4266727366794,10.1260050752092,23.2075143541289,23.2919749523003,14.4493416413158
"AI597479",13.2628200939592,22.9070917113866,20.4155519356363,16.8668405755029,11.9829439618302,11.865262692242,24.8954712425779,17.7736663604376,18.1745180287208
"Fhl2",1.26207880691556,3.0984179741485,2.44648916909133,1.05554066869405,1.25550478149097,1.36359368794736,1.30662985365617,1.22966597520057,0.826038220109339
"Nck2",2.83081984107582,3.59195346663792,2.98742528791219,2.59928188690036,2.58102688780329,2.15536977965411,5.44410069482125,6.06163328485484,5.63087606599351
"Uxs1",1.98903194160142,3.01955628558037,3.44559806680588,1.98995322312655,1.79653014679228,1.97496321468952,2.49623017374817,2.35120944243818,2.59207492791829
"Tpp2",24.2443342693306,42.3553325721453,38.7441338158526,30.5867454607816,20.6898559130093,15.3745111240244,46.6435952907022,36.569331790203,25.5332446718418
"Tex30",3.57545996196353,6.75653758822143,6.18155599091476,3.82700729105215,3.18816767927384,3.46968812376864,8.67928471228776,7.91563789234891,9.07623286324551
"Poglut2",4.85557484938954,8.09416127059607,9.34875784170673,6.08124811360536,5.69585705682059,6.38810598686976,11.279537367954,13.7735861066855,10.2576392298951
"Bivm",8.16016899348741,14.8222295842017,14.3485858786568,10.2506854482804,9.90087316928707,9.56379706988169,18.383716208792,17.7146995741766,15.2900269735192
"Ercc5",14.1310237215241,20.2506414350203,17.6749113988263,16.2716105978048,11.3910126806467,12.407129834298,22.0595766414289,22.8376760178521,17.937221931893
"Wdr75",14.7584305503677,27.7220242321173,24.6850468433246,14.4440800858268,11.9855552057774,12.322649988786,30.5914107709537,31.6600791442805,21.3863309913674
"Slc40a1",0.864007018663259,2.40047518056026,5.71644097675484,0.95894025401354,0.852377528362909,2.54739701891903,5.8923723515708,4.49183367298466,25.3827237549076
"Slc39a10",2.51295716355603,4.77234359042049,4.33040162354446,3.03580124903832,2.29228263028146,2.0153398193463,5.00052600746215,3.3569276784792,2.92652959864945
"Nabp1",191.147309027636,379.471845719889,282.696619620834,217.940390918672,151.159222462377,129.695300288702,308.990744616406,226.887490023726,182.283965807048
"Stat4",21.1533647811371,30.1153686581316,25.0447048089832,18.0064278492936,15.416850669303,20.506153492468,49.4930051195997,51.3387245475568,33.8779852269891
"Stat1",100.933726509632,112.749107081305,118.755541036956,95.6819602497366,89.321855377144,85.9742486771834,103.979870571684,60.3768623690956,69.6861971733569
"Gls",43.7853830184921,83.3096855806497,64.4022798977293,58.7153695319886,38.5811202371767,29.6064161056456,69.7028274656591,50.5180042994032,42.8854162712342
"Nab1",115.640719089875,202.836947245457,167.86440034011,136.578659973367,125.424103133669,96.4717658818285,123.848835485545,96.6317870507703,76.0489214316248
"Nemp2",50.8240664291906,93.8107796768209,79.5435878045569,58.2642560994569,41.6855263054869,40.655953970504,89.542721092668,75.4215764383763,51.3098329882367
"Mfsd6",22.8656432242129,30.3736190972267,23.4856147388323,22.774845424023,20.9075624290107,17.8067286629475,24.2744836266627,21.5948520620805,16.563367859849
"Inpp1",32.8354940986191,36.9815599724923,32.9207401058828,33.6055432290085,24.9524225822667,22.9570259960876,37.5864884895954,30.4301833477616,18.7021023899809
"Hibch",2.51365841763751,4.32915606712672,3.5636877034343,2.89008069734789,2.67399688684026,3.21608800386372,4.49111461860303,3.89730035917614,3.73130642709063
"Pms1",2.38442904710476,3.8279764578398,3.53859966625495,2.71124690748973,1.93017652486612,1.77503891158673,4.26151302093594,3.82461554019012,2.82828769910721
"Ormdl1",27.3748750940107,43.2932773094962,39.808530235107,31.9549560275235,32.4460451088689,29.9080336492298,51.294086397659,32.1548867152705,47.1680012489558
"Osgepl1",9.86682603723162,15.4105816783641,14.100960324188,10.8439954786679,7.95471053353515,7.92331549291487,22.8021021898086,20.4467080323847,17.171074680188
"Asnsd1",31.3235331761134,45.1734471656957,42.3711544932001,34.7740162659308,33.8179100228986,31.6751391024339,60.3392021774291,50.5397579842903,44.09044941004
"Stk17b",263.189849523592,423.118585393073,378.917830836959,413.416468195087,271.24601172981,226.244853574349,337.418488580754,259.483089715837,207.952585623028
"Gtf3c3",3.81298283162971,6.14123476792004,5.96176580362916,3.98700498656857,3.08694978340327,2.33571747526407,8.59590400373315,5.32790523036103,3.51556468239561
"Ankrd44",11.5068779562484,18.9457043893383,15.5260207358671,13.0925099933252,9.27946886627332,7.33026117828361,18.3200672191719,12.9362937300967,11.0381623235762
"Sf3b1",211.429236890563,344.444230262823,319.532238628407,265.067825526027,158.155453778954,150.929253963789,405.14501430297,333.950842012978,239.744489183412
"Coq10b",9.80195433940263,18.2497721198306,14.2656851624144,12.6496116656085,9.67897425781983,8.0091381858941,29.3744936758285,19.4570186617098,15.7172699432644
"Hspd1",227.00599154851,420.370743753204,373.445751668258,355.165334758301,234.054958858131,255.771149437711,399.781905058293,309.060989295114,449.297813522767
"Hspe1",197.691858138171,286.04828489306,243.806184434246,260.710289547831,225.571031324056,241.598816759384,293.201095612321,295.073384074851,490.601160669548
"Mob4",22.2850361101848,41.8471238538196,37.5204530271717,30.5656455654856,20.0125500071175,17.7658684600727,42.9367032104421,28.8473121946381,50.0754915684137
"Mars2",11.1126285809798,13.1007052906582,9.98503605173279,12.2131771284448,8.75019545453907,7.49893027679433,17.8946828943293,17.815334878292,7.99451989100861
"Gm6644",15.3682079573415,13.3255493892576,13.0624610614151,12.1167368592897,19.1924062057861,19.5618822818981,15.1037343566984,18.3864480505985,13.6866852408774
"1700066M21Rik",13.8655238044087,32.8469047641195,30.0842580906092,24.580088228317,14.7123157508294,13.023001314113,27.9461397090737,26.3684347339195,27.6938733768538
"Tyw5",6.63486995572142,10.290896701118,13.0119984942871,9.05971299183141,6.46130631796878,5.47709306261651,15.2559905782676,15.1802885408631,15.9993072506743
"Maip1",9.39481887203769,13.4561424929118,14.0063161238523,10.1003134541328,9.35711496307306,11.3278417632212,14.8531358468442,15.1678477236587,16.4939781980769
"Kctd18",6.9375212265953,11.467324872129,8.776816785438,8.82305007269483,5.38177043427007,5.04661355343223,10.892116122619,12.0308598734198,9.7989973968154
"Sgo2a",2.65207932316385,8.56484495904268,7.71455428060898,1.97518349363,2.37356577876446,1.62713181743514,8.64392574157154,4.66966544991923,9.12704751398902
"Bzw1",265.714087097506,409.275718692967,407.870313857006,291.426921945744,251.290809104821,241.787268151506,434.944921334994,369.216911815837,390.336315382688
"Clk1",224.401606989152,430.124304981059,358.729691560142,338.308044772302,159.853314247756,150.858116908774,683.184302230358,735.579071517188,522.627084537499
"Ppil3",25.0899243346787,39.9257319695973,33.2707672166718,28.4411984253124,26.3346329760127,27.6991950533765,41.4373532450482,38.9867911558602,45.0135829139718
"Nif3l1",4.14454957038973,5.4489790081599,5.0244104665666,3.29033441317777,3.56747713891291,3.43012556703707,9.95123133261632,10.2112022002368,8.59139675321433
"Orc2",12.4100542482948,20.0997178963429,16.8077630242219,13.1265248748059,12.4631369102948,10.8119045027458,18.5952561122186,17.6792573091833,16.2547831779077
"Hycc2",2.84638244677957,6.03865755892318,5.40278047716034,4.42550341183653,2.25330517956338,1.50003988419628,6.26797489622324,5.97544666851082,6.84570819338354
"Ndufb3",35.1915505717748,42.2961096621419,35.2093547370962,46.0865097414141,43.4200454604082,48.662406491636,46.560547594351,50.8010773234576,62.0479630698099
"Gm20257",20.0908290543402,20.082830208335,34.1216991831721,19.2817721130441,15.3616897455181,18.7115348088409,37.780635423117,38.3341713134081,43.5656854444692
"Cflar",51.6358130282252,79.3287115753769,57.0243601999921,59.0353165800088,39.7044386588629,28.7630930495176,60.0862008201301,58.769187004474,54.8380441605347
"Casp8",28.5263153559284,45.6293659109206,42.4260996311963,29.2756384070351,19.8825977960085,19.9019423017439,42.9218923423566,36.0202530223386,28.8119849388147
"Trak2",13.7574774266078,19.3694953776265,16.8705353792496,15.1144506212116,12.0827117179299,10.3513309231228,22.548036708974,22.4744762008264,21.2947903950727
"Stradb",5.15059233981409,8.02544329403857,7.07418440316101,6.83105980607044,6.95671001195861,7.09781150291855,10.5038051919349,10.1990263643263,11.9721946573106
"Tmem237",4.91205269916518,9.03471945148554,9.61421356595332,5.66115159604551,6.37513649689343,7.15781010973021,15.0056883630683,16.1079602786565,13.4791898953651
"Als2",8.36304520964259,13.9638843639955,11.6244651640894,9.4331300737313,8.74534266191169,6.06366009023945,11.4948872753484,11.3774097963275,7.72656892502645
"Fzd7",0.224540255230528,0.415894237025577,1.28706588970695,0.53240689141031,0.462726394626431,0.186877578433617,3.81029473423236,3.27931063134452,7.33664837507527
"Sumo1",13.2620056834097,17.1872980323295,20.2214493458126,15.3601065426993,14.9983099935264,12.7074048081401,19.7082285291141,18.2652825978232,25.5933451522242
"Nop58",28.5707496756338,45.7462178839975,39.3013908368025,27.5342935882504,24.1409305928371,24.2093392803651,44.7474034438443,56.1057266429195,61.7619327457545
"Snord70",15.5956542023717,0,11.1742961918619,4.62235255147802,6.02608051852582,0,55.1349161415743,39.4213150696376,9.88397456475657
"Snord11",0,11.2192421559519,11.5733781987141,9.57487314234732,0,0,22.841608115795,37.4267842476618,10.236973656355
"Fam117b",19.7781162827011,24.2831044609602,20.0773098301907,22.7196924894111,20.9480040264235,17.2158163036262,26.3151643409213,25.2653404923889,26.6780279729431
"Wdr12",4.70122974119517,7.54298793507121,5.99581271706362,4.15228551504172,4.57765806064101,6.08911007876335,8.89731327527694,10.6950173935505,10.6466512341621
"Nbeal1",1.02796055864425,1.94780781841493,1.37445330893497,1.33087883581324,0.816002287167525,0.359755629404027,1.84493810559329,1.86815745144724,1.09216884986459
"Cyp20a1",2.32768746977483,4.99245994100518,5.05226152758027,2.03148768087891,2.17380974670814,2.57459808714553,5.41095629691081,5.46847604546852,3.93388285350386
"Abi2",4.09663871639599,6.20461415513112,6.35969588688634,4.8511441419838,3.80706944584222,2.9655543885661,5.67240718178942,5.42125738026086,5.49711462094681
"Raph1",4.05944325852296,6.73368826366918,5.38161472181018,4.5755911058368,3.95304998961199,2.83098609975165,8.56644465998383,9.94433849275616,8.06714031217083
"Cd28",135.448298108067,186.817044137424,158.836021684629,193.791640372142,125.579852921746,93.3778359359219,220.054017196747,228.406130708177,158.32848067913
"Ctla4",90.0453901957038,108.678747759767,137.110393139318,157.995867380205,59.1945946013696,28.3749035187276,177.631073358861,190.120034925552,75.4538772048892
"Icos",32.9753651678463,48.6484455796888,42.1528543091862,59.9427933850373,36.9661855439603,27.8351290747257,49.8080471336297,76.6773975977169,64.4718146198842
"Ino80d",10.687414864848,15.6818079159033,12.9912188737847,13.2135087740036,8.50909566056569,4.56664216800653,17.0318725014723,15.9318879575036,12.356960815218
"Ino80dos",0.89794239051994,2.2796926553308,2.05214853044291,1.43164237399953,0.747759306697493,0.947045415052407,1.54709933563851,2.22408366455754,2.16513628131215
"Ndufs1",26.1154949307767,40.4889143477568,35.6247508955664,27.3557104321435,20.8442592892224,21.6076764327293,40.2157442366065,42.6496928185861,39.7294859430523
"Eef1b2",1109.22599941193,1200.53856669342,1230.73490760678,1168.9869014779,1298.93301020723,1732.13438954432,1527.56840818526,1963.09160298001,2463.24732578749
"Snora41",89.9408466784504,99.9532482984803,121.520471086498,134.048223992862,63.5477581953632,57.7451717359876,307.66953962033,398.394199264367,173.718340835116
"Fastkd2",5.34726214556611,10.0348799318521,7.78394166347254,5.23547468302545,4.63385590159912,3.64600160948462,14.0325493665374,14.7169958159692,12.2084064834461
"Creb1",18.4783581004882,31.0495147984229,26.0671415503747,22.5277973232331,15.9422866554967,12.9034674381494,33.9866762501764,24.7431745902395,30.4119439347089
"Mettl21a",16.1256457936501,21.8759596355608,22.2505449380292,16.6160054810094,16.3560246720099,20.4851488219712,34.2051490892797,42.9104857836702,30.9789642904292
"2810408I11Rik",0.282959431839305,1.48494557407538,1.26149715095818,0.521830142524814,0.656004409028509,0.588744915280252,1.27450626431631,0.953653094186245,3.00211184064392
"Ccnyl1",2.66043512863988,4.33848954982078,4.46162116066369,3.03979774783473,2.18259190818047,1.72081377551783,6.78822215615188,7.79688413994536,5.51440956606609
"Fzd5",36.9193619655186,45.3261125966896,35.7433023101237,38.9064069637332,28.4944649706273,21.2497522902054,48.8519575298335,57.8442315645113,42.2741191802884
"Plekhm3",1.41565602402705,1.52249979597282,1.14093042473597,1.26404331986573,1.04950773081688,0.746086105359943,2.85262728578806,3.85942016908015,2.53512532897688
"Idh1",2.70050623332084,5.37364885188787,4.35791540564813,4.90332395455333,3.41240180841965,4.3735988060393,11.2500141962463,9.83942452518118,22.1927750214801
"Pikfyve",3.63488422502214,6.04290308161863,4.9552216264717,4.61089877449284,3.11952963492856,2.13543272175657,9.50175944964484,10.3216770166057,10.0432774271731
"Map2",3.00488410143597,5.79599217678408,5.77164389386961,5.14206481896672,4.26968446539152,2.81981278383765,5.25292643142401,4.88723818353536,4.25914108347648
"Rpe",34.9484432807693,63.2250857560077,56.8184252690071,51.796657618744,42.9914398921675,43.161028845372,50.727028511178,42.0083713326397,60.9071608910596
"Kansl1l",2.04941315636008,3.19203215772045,2.31879574590114,3.01051191147068,1.87438900774835,1.25770900755051,3.02169511421482,2.74132813713416,2.25658030901211
"Acadl",63.4722789522679,117.079375277685,90.3115236891795,87.0637822160245,68.5902049290746,72.1374068075207,62.4797796273228,55.8410906041302,57.6911010840524
"Lancl1",11.1075733001457,10.9337593020513,9.89753758666753,9.6981911977316,9.13055833284614,10.2454672555526,12.4808223717497,15.3274566420448,11.2244802401623
"Ikzf2",2.20003553532867,5.49630121001436,3.92835608183127,2.97680665591205,2.64936750493881,1.86449045840536,14.4569437748888,3.65241899933485,4.40519482658879
"Bard1",2.00432059999482,5.55615656691537,5.87289775532045,2.54632973175777,1.98206103797749,1.20351739530032,5.01767166344938,2.22904037344016,3.03879073652141
"Atic",26.3283320293241,44.9787711947449,38.4420243024274,27.6718177898263,28.4031513311141,31.5498262086876,61.2624893766662,68.4064673438959,65.354165774812
"Fn1",0.095224717411535,0.0556975423590052,0,0.0356505966500425,0.0697155929434512,0.0875948094476746,6.06670627634834,11.0848968310019,17.0801260792576
"Pecr",0.75534860897442,1.23666849277472,0.637852003476131,0.655635897531497,1.02151985249227,0.926139359001976,1.36061432151507,2.6366570680424,1.93764890266621
"Xrcc5",5.52256252353309,7.89241114670234,6.99749987747584,4.99430178964793,5.29204654635455,4.6978511475606,9.54312919107914,9.22139712469163,5.80959892441636
